file_name,party1,party1_iso,party2,party2_iso,treatytype,status,dateofsignature,dateofentryintoforce,treatyfulltext,iiacontent,facilitationcontent,originallymapped,mappedby,preamble_rightreg,preamble_sustdev,preamble_soc,preamble_env,inv_typedef,inv_exclportfolio,inv_exclother,inv_listscharacteristics,cont_host_laws_req,inv_closedlist,def_invest_inc,inc_permres,exc_dualnat,inc_reqsubbusact,def_owncontlegent,dob_clause,dob_substbusiness,dob_traderestr,dob_discr_mand,scope_excltax,scope_exclsubs,scope_exclgovprocure,scope_exclother,inv_cov,disp_cov,nt_type,nt_like,mfn_type,eco_intagr,tax_treat,mfn_excep_isds_substance,fet_type,fet_refintlaw,fet_list,fet_modify,fullprotsec,prohib_arb_disc_meas,exprop_scope,exprop_indirectdef,exprop_carveoutreg,carveout_complicwto,rel_rightcomp,abs_rightcompcercirc,inc_transffunds,balance_payexcep,other_specexcep,inc_prohibprs,prclause_type,umbr_clause,entry_sojpers,sen_mngment,dir_states,dir_inv,mention_healthenv,mention_labstd,mention_rightreg,mention_csr,mention_corrupt,mention_notlowstd,subrclause,nonderogclause,ref_specpromoact,security_incl,security_def,security_selfdef,exception_healthenv,exception_other,prud_carveout,sched_reservations,ssds,isds,alt_arbit,scope_claimsgenapproach,isds_limitprovisions,isds_limitareas,spec_mechtaxprudmeas,typeconsentarb,isds_domcourt,isds_icsid,isds_unicitral,isds_other,rel_betfor,lim_persubclaims,prov_meas,cons_claims,lim_rem,affirms_bindintcontpart,req_certquestsub,reg_subnondisp,req_docpubavail,req_hearopenpublic,reg_amicuscuriaesub,mech_consstatepart,inst_framework,tech_coop,years_inittreatyterm,auto_renew,term_unilat,length_noticeper,inc_modamendreneg,term_sunsetlength,iia_content,facilitation_content,short_title,treaty_invchptxt,treaty_about,digit_elec_publication,digit_elec_application,digit_elec_payment,digit_entry_online_info,digit_supplier_db,invfac_type_chapters,trans_inv_chapters,trans_pub_scope,trans_elec_pub,trans_pub_proposed,trans_comment_proposed,trans_inquiry_mechs,trans_pub_exceptions,trans_subject_adr,trans_subject_isds,admin_indep_authority,admin_impartial,admin_appeal_review,stream_proc_chapters,stream_proc_type,stream_proc_covered,stream_avoid_multi_apps,stream_proc_time_fees,stream_proc_requirements,stream_elec_application,stream_elec_payment,stream_subject_adr,stream_subject_isds,regprac_chapters,regprac_type,regprac_measures,regprac_interagency,regprac_impact_assess,regprac_periodic_review,regprac_transparency,regprac_cooperation,regprac_subject_adr,regprac_subject_isds,entry_stay_chapters,entry_stay_type,entry_stay_persons,entry_stay_transparency,entry_stay_streamlining,entry_stay_online_info,entry_stay_liberalize,entry_stay_subject_adr,entry_stay_subject_isds,profac_sustinv_activities,profac_sustinv_types,inveng_focal_info,inveng_focal_advisory,inveng_supplier_db,facdvp_inst_framework,facdvp_monitoring,facdvp_agency_coop,facdvp_special_diff_treat,facdvp_tech_assistance,date_termination,type_termination,add_notes,protective,fdi_pos_1_to_2_c,fdi_pos_2_to_1_c,ext_bd_c_party1,ext_bd_c_party2,t_treaties,ldc_party1,megaBD_party1,oecd_party1,ldc_party2,megaBD_party2,oecd_party2
Ukraine - Qatar BIT (2018) ,ukraine,UKR,qatar,QAT,Bilateral Investment Treaties,In force,20/03/2018,09/04/2019,uk | en | ar,Mapped,Mapped,08-2024,UNCTAD,No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Unilaterally discretionary,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers treaty claims only,No,No,No,Provides express or implied consent,Yes,Yes,No,Yes,No reference,Yes,No,No,No,No,No,No,No,No,No,No,No,No,10 years,10 years,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     mapped                  ,,,The IIA Mapping Project,No,No,No,No,No,Individual provision(s),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,Individual provision(s),Hortatory reference,Only investment authorizations,No,No,No,No,No,No,Yes both,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Individual provision(s),Binding commitment,Express reference to investors/investment activities,No,No,No,No,No,Yes both,No,No,No,No,No,No,No,No,No,No,,,,0,,,0.007847913698224162,0.00038001999163993726,0,0,0,0,0,0,0
Uganda - United Kingdom BIT (1998) ,uganda,UGA,united kingdom,GBR,Bilateral Investment Treaties,In force,24/04/1998,24/04/1998,en,Mapped,Not mapped,02-2014,Boston College (United States); William S. Richardson School of Law at the University of Hawai‘i at Mānoa (United States),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Not stipulated,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,35.640009639329335,0.0285237984814953,0.0015730717502082986,0,1,0,0,0,0,1
Turkmenistan - United Kingdom BIT (1995) ,turkmenistan,TKM,united kingdom,GBR,Bilateral Investment Treaties,In force,09/02/1995,09/02/1995,en,Mapped,Not mapped,11-2015,Monash University Faculty of Law (Australia); Torcuato Di Tella University (Argentina),No,No,No,No,Asset-based definition,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers treaty claims only,No,No,No,Provides express or implied consent,No,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,20 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,33.184926107003,0.0020659486682910776,0.0015730717502082986,0,0,0,0,0,0,1
Turkmenistan - United Arab Emirates BIT (1998) ,turkmenistan,TKM,united arab emirates,ARE,Bilateral Investment Treaties,In force,09/06/1998,24/11/1999,en,Mapped,Not mapped,03-2014,Boston College (United States); Paris Institute of Political Studies (France),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,FET combined with NT or MFN,Standard,Yes,Indirect expropriation mentioned,Yes,No,No,MFN and NT,Yes,Yes,No,No,Explicit PR clause,List of prohibited PRs,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers treaty claims only,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,10 years,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.0020659486682910776,0.0016484975297163037,0,0,0,0,0,0,0
Turkey - Zambia BIT (2018) ,turkiye,TUR,zambia,ZMB,Bilateral Investment Treaties,In force,28/07/2018,06/05/2020,en | tr,Mapped,Mapped,08-2024,UNCTAD,No,No,Yes,Yes,Asset-based definition,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Unilaterally discretionary,Yes,Yes,Yes,Yes,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,Yes,Post-establishment,Yes,Yes,Procedural issues (ISDS),FET qualified,CIL/minimum standard of treatment,No,None,Standard,Yes,Indirect expropriation mentioned,No,Yes,No,MFN and NT,Yes,Yes,Yes,No,No explicit PR clause,Not applicable,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,Yes,No,Provides express or implied consent,No,Yes,Yes,No,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     mapped                  ,,,The IIA Mapping Project,No,No,No,No,No,Individual provision(s),No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Individual provision(s),Hortatory reference,Express reference to investors/investment activities,No,No,No,No,No,Yes both,No,No,No,No,No,No,No,No,No,No,,,,0,3.6875000499999997,,0.030452314064232402,0.017407131659217142,0,0,0,1,1,0,0
Turkey - Yemen BIT (2000) ,turkiye,TUR,yemen,YEM,Bilateral Investment Treaties,In force,07/09/2000,31/03/2011,en | tr,Mapped,Not mapped,12-2016,University of Buenos Aires (Argentina); University of Athens (Greece),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,Yes,Post-establishment,Yes,Yes,No,None,Not applicable,Not applicable,Not applicable,No clause,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,Yes,Yes,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,,0.030452314064232402,0.01783464991249273,0,0,0,1,1,0,0
Turkey - Uzbekistan BIT (2017) ,turkiye,TUR,uzbekistan,UZB,Bilateral Investment Treaties,In force,25/10/2017,09/07/2020,en | tr | uz,Mapped,Mapped,08-2024,UNCTAD,No,No,Yes,Yes,Asset-based definition,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,No,Unilaterally discretionary,No,No,No,No,Applies to both pre-existing and post-BIT investments,Carves out pre-existing disputes,Post-establishment,Yes,Post-establishment,Yes,Yes,Procedural issues (ISDS),FET qualified,None,No,None,With reference to domestic law,Yes,Indirect expropriation mentioned,No,Yes,No,MFN and NT,Yes,Yes,No,Yes,No explicit PR clause,Not applicable,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,"""Fork in the road""",Yes,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     mapped                  ,,,The IIA Mapping Project,No,No,No,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No,No,No,No,No,No,No,No,No,No,,,,0,194.13499925,,0.030452314064232402,0.0017740676457665434,0,0,0,1,0,0,0
Turkey - United States BIT (1985) ,turkiye,TUR,united states,USA,Bilateral Investment Treaties,In force,03/12/1985,18/05/1990,en,Mapped,Not mapped,,Monash University Faculty of Law (Australia); Xiamen University School of Law (China),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,Jointly discretionary,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Pre- and post-establishment,Yes,Pre- and post-establishment,No,Yes,No,FET qualified,International law / principles of international law,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,Explicit PR clause,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Negative-list reservations,Yes,Yes,Voluntary ADR (conciliation / mediation),Lists specific bases of claim beyond treaty (e.g. contractual disputes),No,No,No,Provides express or implied consent,No,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3033.88245,6290.0,0.030452314064232402,0.49306901878641957,0,0,0,1,0,1,1
Turkey - United Kingdom BIT (1991) ,turkiye,TUR,united kingdom,GBR,Bilateral Investment Treaties,In force,15/03/1991,22/10/1996,en | tr,Mapped,Not mapped,05-2014,Xiamen University School of Law (China); Paris Institute of Political Studies (France),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,Yes,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Lists specific bases of claim beyond treaty (e.g. contractual disputes),No,No,No,Provides express or implied consent,Yes,Yes,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4013.6575249999996,10219.294387638567,0.030452314064232402,0.0015730717502082986,0,0,0,1,0,0,1
Turkey - United Arab Emirates BIT (2005) ,turkiye,TUR,united arab emirates,ARE,Bilateral Investment Treaties,In force,28/09/2005,24/07/2011,en | ar | tr,Mapped,Not mapped,04-2013,Singapore Management University School of Law (Singapore),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Not stipulated,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,Yes,Post-establishment,Yes,Yes,No,None,Not applicable,Not applicable,Not applicable,Standard,No,Indirect expropriation mentioned,No,No,No,MFN and NT,Yes,Yes,No,No,No explicit PR clause,Not applicable,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,No,Preserving right to arbitration after domestic court proceedings,No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,295.5549975,,0.030452314064232402,0.0016484975297163037,0,0,0,1,0,0,0
Turkey - Ukraine BIT (1996) ,turkiye,TUR,ukraine,UKR,Bilateral Investment Treaties,In force,27/11/1996,21/05/1998,en | tr | uk,Mapped,Not mapped,11-2015,Xiamen University School of Law (China); William S. Richardson School of Law at the University of Hawai‘i at Mānoa (United States),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,Yes,Pre- and post-establishment,Yes,Yes,No,None,Not applicable,Not applicable,Not applicable,No clause,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,No,Yes,Yes,Yes,Inconclusive,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,185.28749825,,0.030452314064232402,0.007847913698224162,0,0,0,1,0,0,0
Turkey - Turkmenistan BIT (1992) ,turkiye,TUR,turkmenistan,TKM,Bilateral Investment Treaties,In force,02/05/1992,13/03/1997,en,Mapped,Not mapped,,National University of La Plata (Argentina); Hacettepe University Faculty of Law (Turkey),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,Yes,Post-establishment,Yes,Yes,No,None,Not applicable,Not applicable,Not applicable,No clause,No,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,No,No,No explicit PR clause,Not applicable,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Not applicable,Not applicable,No,No,No,Negative-list reservations,Yes,Yes,None,Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,Yes,Yes,Yes,Inconclusive,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,Yes,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,74.10499825,,0.030452314064232402,0.0020659486682910776,0,0,0,1,0,0,0
Tunisia - United States BIT (1990) ,tunisia,TUN,united states,USA,Bilateral Investment Treaties,In force,15/05/1990,07/02/1993,en,Mapped,Not mapped,,National University of La Plata (Argentina); Hacettepe University Faculty of Law (Turkey),No,No,No,No,Asset-based definition,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Unilaterally discretionary,Yes,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Pre- and post-establishment,Yes,Pre- and post-establishment,Yes,Yes,No,FET qualified,International law / principles of international law,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,Yes,Yes,Explicit PR clause,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,Not applicable,Not applicable,No,Yes,No,Positive-list commitments,Yes,Yes,Voluntary ADR (conciliation / mediation),Lists specific bases of claim beyond treaty (e.g. contractual disputes),No,No,No,Provides express or implied consent,Yes,Yes,No,Yes,"""Fork in the road""",No,No,No,No,No,No,No,No,No,No,Yes,No,No,10 years,Indefinite term,Yes,One year prior notice,No,10 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,123.0,0.0022526274642074772,0.49306901878641957,0,0,0,0,0,1,1
Tunisia - United Kingdom BIT (1989) ,tunisia,TUN,united kingdom,GBR,Bilateral Investment Treaties,In force,14/03/1989,04/01/1990,en | fr | ar,Mapped,Not mapped,03-2016,University of Lausanne (Switzerland); Boston College (United States),No,No,No,No,Asset-based definition,No,No,No,Yes,No,Yes,No,No,No,No,No,Not applicable,Not applicable,Not applicable,No,No,No,No,Applies to both pre-existing and post-BIT investments,Not stipulated,Post-establishment,No,Post-establishment,Yes,Yes,No,FET unqualified,None,No,None,Standard,Yes,Indirect expropriation mentioned,No,No,No,MFN and NT,No,Yes,Yes,No,No explicit PR clause,Not applicable,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Not applicable,Not applicable,No,No,No,None,Yes,Yes,Voluntary ADR (conciliation / mediation),Covers any dispute relating to investment,No,No,No,Provides express or implied consent,Yes,No,No,No,No reference,No,No,No,No,No,No,No,No,No,No,No,No,No,10 years,Indefinite term,Yes,One year prior notice,No,15 years,                     mapped                  ,                     not mapped                  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,68.89164168650568,0.0022526274642074772,0.0015730717502082986,0,0,0,0,0,0,1
